application_id,skill_match_score,experience_gap,skill_coverage_ratio,gpa_normalized,projects_normalized,internships_normalized,hackathons_normalized,research_normalized,certification_gap,education_match,specialization_match,seniority_match,leadership_experience,fit_score,fit_label
A000928,0.0,0.20979021,0.38493723,0.66,0.375,0.25,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,37.48,0
A000929,0.0,0.23776224,0.4618201,0.615,0.375,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,40.02,0
A000930,0.0,0.4055944,0.0,0.57,0.75,0.25,0.2,1.0,0.5,1.0,0.0,1.0,0.0,53.45,1
A000931,0.1,0.5104895,0.8462343,0.42,0.625,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,55.83,1
A000932,0.1,0.48251748,0.0,0.1,0.375,0.75,0.2,0.0,0.25,1.0,1.0,1.0,1.0,51.38,1
A000933,0.0,0.1958042,0.0,0.5,0.125,0.75,0.0,0.6667,0.25,1.0,0.0,0.0,1.0,31.62,0
A000934,0.2,0.4125874,0.69246864,0.405,0.125,0.5,0.0,0.6667,0.75,1.0,1.0,1.0,0.0,59.67,1
A000935,0.2,0.5104895,0.92311716,0.945,0.625,0.5,0.4,0.0,1.0,1.0,0.0,1.0,0.0,64.58,1
A000936,0.2,0.23076923,0.7693515,0.045,0.625,0.25,0.0,0.0,0.5,1.0,0.0,0.0,0.0,41.08,0
A000937,0.0,0.5804196,0.07688285,0.14,0.5,0.5,0.2,0.6667,0.0,1.0,0.0,0.0,0.0,40.9,0
A000938,0.5,0.24475524,1.0,0.3,0.375,0.75,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,55.88,1
A000939,0.2,0.27272728,0.8462343,0.87,0.375,0.25,1.0,0.0,0.5,1.0,1.0,0.0,0.0,54.08,1
A000940,0.1,0.56643355,0.0,0.29,0.25,0.25,0.2,0.0,0.25,1.0,0.0,0.0,0.0,47.65,0
A000941,0.1,0.4965035,0.61558574,0.45,0.5,0.25,0.8,0.3333,0.25,1.0,0.0,1.0,1.0,50.5,1
A000942,0.2,0.36363637,0.07688285,0.695,1.0,0.25,0.4,0.0,0.25,1.0,0.0,1.0,0.0,58.95,1
A000943,0.3,0.5244755,0.69246864,0.085,0.5,0.25,0.2,0.0,0.0,1.0,0.0,1.0,0.0,49.85,0
A000944,0.0,0.41958043,0.3080544,0.31,0.25,0.5,0.0,0.3333,0.25,1.0,0.0,1.0,1.0,45.35,0
A000945,0.2,0.55944055,1.0,0.27,0.25,0.0,0.6,0.0,0.0,1.0,0.0,0.0,1.0,45.95,0
A000946,0.3,0.27272728,0.38493723,0.405,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.55,0
A000947,0.4,0.28671327,0.61558574,0.46,0.125,0.25,0.4,0.0,0.25,1.0,0.0,0.0,0.0,50.22,1
A000948,0.1,0.55244756,0.61558574,0.915,0.375,0.5,1.0,0.3333,0.25,1.0,0.0,0.0,0.0,55.53,1
A000949,0.0,0.34965035,0.1537657,0.12,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,40.7,0
A000950,0.2,0.41958043,0.8462343,0.025,0.25,0.5,0.4,0.0,0.0,1.0,0.0,1.0,0.0,45.5,0
A000951,0.1,0.45454547,0.92311716,0.76,0.375,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,49.98,0
A000952,0.1,0.48251748,0.07688285,0.815,0.375,0.0,0.6,0.3333,0.25,1.0,0.0,1.0,0.0,52.53,1
A000953,0.0,0.74825174,0.07688285,0.71,0.125,0.25,0.4,0.0,0.0,1.0,0.0,0.0,0.0,43.72,1
A000954,0.1,0.34965035,0.0,0.165,0.625,0.0,0.4,0.0,0.25,1.0,0.0,1.0,1.0,47.27,0
A000955,0.1,0.43356642,0.38493723,0.5,0.625,0.5,0.2,0.3333,0.25,1.0,0.0,1.0,1.0,52.62,1
A000956,0.4,0.4055944,1.0,0.645,0.125,0.25,0.4,0.0,0.25,1.0,0.0,1.0,1.0,61.08,1
A000957,0.2,0.5314685,0.4618201,0.93,0.375,0.25,0.0,0.0,0.25,1.0,0.0,1.0,0.0,58.18,1
A000958,0.1,0.6433566,0.23064853,0.78,0.25,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,48.55,0
A000959,0.2,0.46153846,0.5387029,0.725,0.375,0.5,0.2,0.0,0.5,1.0,0.0,1.0,0.0,61.13,0
A000960,0.4,0.5034965,0.69246864,0.405,0.875,0.75,0.2,0.0,0.25,0.0,0.0,1.0,0.0,49.42,0
A000961,0.0,0.20979021,0.38493723,0.315,0.25,0.25,0.0,0.3333,0.25,1.0,1.0,0.0,0.0,32.4,0
A000962,0.1,0.41958043,0.7693515,0.555,0.625,0.25,0.4,0.0,0.5,0.0,0.0,1.0,1.0,41.17,0
A000963,0.1,0.62237763,0.3080544,0.165,0.75,0.75,0.6,0.0,0.25,1.0,0.0,0.0,0.0,50.9,1
A000964,0.1,0.55944055,0.8462343,0.59,0.625,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,51.52,1
A000965,0.2,0.48951048,0.23064853,0.205,0.5,0.0,0.6,0.3333,0.0,1.0,0.0,1.0,0.0,46.55,0
A000966,0.3,0.5944056,0.92311716,0.015,0.375,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,51.52,1
A000967,0.2,0.27272728,0.23064853,0.95,0.75,0.25,0.4,0.3333,1.0,1.0,0.0,0.0,0.0,53.75,1
A000968,0.1,0.4965035,0.69246864,0.155,0.25,0.25,0.2,0.0,0.0,1.0,0.0,1.0,0.0,42.3,0
A000969,0.2,0.4125874,1.0,0.83,0.875,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,57.17,1
A000970,0.2,0.3006993,0.38493723,0.19,0.75,0.0,0.4,0.6667,0.25,1.0,0.0,0.0,1.0,44.65,0
A000971,0.1,0.1958042,0.07688285,0.785,0.75,0.25,0.8,0.3333,0.25,1.0,0.0,0.0,1.0,39.1,1
A000972,0.2,0.23776224,0.92311716,0.025,0.375,0.5,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,33.13,1
A000973,0.0,0.18881118,0.38493723,0.105,0.25,0.5,0.2,0.0,0.5,1.0,1.0,0.0,0.0,33.8,0
A000974,0.3,0.25174826,0.5387029,0.46,0.625,1.0,0.8,0.0,0.5,1.0,0.0,0.0,1.0,53.23,1
A000975,0.1,0.56643355,0.38493723,0.495,0.125,0.25,0.0,0.6667,0.25,1.0,0.0,0.0,1.0,49.07,0
A000976,0.2,0.36363637,0.7693515,0.8,0.75,0.25,0.4,0.3333,0.75,1.0,0.0,1.0,0.0,62.75,1
A000977,0.3,0.5874126,0.92311716,0.735,0.25,0.25,0.4,0.0,0.25,1.0,0.0,0.0,0.0,59.1,1
A000978,0.1,0.26573426,0.3080544,0.915,0.375,0.5,0.6,0.0,0.0,1.0,0.0,0.0,0.0,40.53,0
A000979,0.4,0.4125874,0.5387029,0.205,0.25,0.75,0.6,0.0,0.25,1.0,1.0,1.0,1.0,62.3,1
A000980,0.2,0.6013986,0.5387029,0.995,0.25,0.75,0.4,0.0,1.0,1.0,0.0,0.0,0.0,64.2,1
A000981,0.1,0.25174826,0.8462343,0.275,0.5,0.5,0.2,0.6667,0.0,1.0,0.0,0.0,1.0,33.75,0
A000982,0.0,0.5804196,0.61558574,0.125,0.125,0.75,0.4,0.0,0.25,0.0,0.0,0.0,0.0,36.38,0
A000983,0.1,0.57342654,0.23064853,0.64,0.625,1.0,0.6,0.3333,0.75,0.0,0.0,0.0,1.0,52.52,1
A000984,0.2,0.22377622,0.7693515,0.25,0.625,0.0,0.6,0.0,0.25,1.0,0.0,0.0,0.0,37.62,0
A000985,0.0,0.44055945,0.0,0.82,0.5,1.0,0.2,0.0,0.25,1.0,0.0,1.0,0.0,53.7,1
A000986,0.1,0.37762237,0.5387029,0.95,0.625,0.75,0.2,0.0,0.0,1.0,0.0,1.0,1.0,54.12,1
A000987,0.0,0.6993007,0.3080544,0.08,0.5,0.25,0.4,0.3333,0.5,1.0,0.0,0.0,0.0,47.3,0
A000988,0.3,0.2937063,0.3080544,0.48,0.125,0.5,0.8,0.3333,0.0,1.0,0.0,0.0,0.0,44.92,0
A000989,0.1,0.4965035,0.0,0.77,0.5,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,41.2,0
A000990,0.2,0.32867134,1.0,0.595,0.75,0.25,0.0,0.3333,0.0,1.0,0.0,1.0,1.0,49.7,0
A000991,0.3,0.24475524,1.0,0.765,0.25,0.25,0.4,0.0,0.25,1.0,0.0,0.0,0.0,46.9,0
A000992,0.2,0.4125874,0.5387029,0.69,0.75,0.0,0.6,0.3333,1.0,1.0,0.0,1.0,1.0,60.65,1
A000993,0.1,0.6293706,1.0,0.75,0.375,0.0,0.4,1.0,0.5,1.0,0.0,0.0,1.0,55.88,1
A000994,0.0,0.6573427,0.0,0.145,0.5,0.5,0.2,0.3333,0.5,1.0,0.0,0.0,0.0,48.95,1
A000995,0.0,0.21678321,0.38493723,0.615,0.375,0.0,0.4,0.6667,0.25,1.0,0.0,0.0,1.0,32.52,0
A000996,0.1,0.62237763,0.0,0.425,0.875,0.25,0.4,0.6667,0.25,0.0,0.0,0.0,0.0,37.12,0
A000997,0.1,0.30769232,0.92311716,0.635,0.5,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,42.35,0
A000998,0.1,0.48251748,1.0,0.36,0.125,0.5,0.0,1.0,0.25,1.0,0.0,1.0,1.0,48.73,0
A000999,0.1,0.5944056,0.8462343,0.39,0.75,0.25,0.2,0.6667,0.25,1.0,1.0,0.0,1.0,54.15,1
A001000,0.2,0.34265736,0.61558574,0.37,0.5,1.0,0.2,0.3333,0.25,1.0,0.0,1.0,0.0,55.2,1
A001001,0.1818,0.1958042,0.4618201,0.945,0.375,0.0,0.0,0.3333,0.25,1.0,0.0,0.0,0.0,40.69,0
A001002,0.2727,0.04195804,0.4618201,0.76,0.625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.27,0
A001003,0.3636,0.16083916,0.5387029,0.36,0.0,1.0,0.6,0.0,0.5,1.0,0.0,0.0,0.0,44.83,0
A001004,0.0909,0.0,0.7693515,0.135,0.375,1.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,25.41,0
A001005,0.2727,0.013986014,0.4618201,0.86,0.625,0.75,0.2,0.0,0.25,1.0,0.0,0.0,0.0,43.27,0
A001006,0.3636,0.0,0.8462343,0.035,0.375,0.0,0.0,0.3333,0.5,1.0,1.0,0.0,1.0,40.95,0
A001007,0.0909,0.04195804,0.23064853,0.925,0.75,0.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,39.18,0
A001008,0.3636,0.0,0.92311716,0.705,0.625,0.75,1.0,0.3333,0.5,0.0,0.0,0.0,0.0,33.9,0
A001009,0.2727,0.062937066,0.38493723,0.08,0.5,0.25,0.4,0.6667,0.75,1.0,0.0,0.0,0.0,36.85,0
A001010,0.2727,0.3216783,0.7693515,0.755,0.375,0.25,0.4,0.0,0.5,0.0,0.0,1.0,1.0,51.47,1
A001011,0.0909,0.25174826,0.07688285,0.77,0.375,0.25,0.2,1.0,0.25,1.0,1.0,0.0,0.0,43.76,0
A001012,0.0,0.4125874,0.07688285,0.81,0.5,0.0,0.6,0.0,1.0,0.0,0.0,1.0,1.0,46.1,0
A001013,0.1818,0.26573426,0.4618201,0.455,0.75,1.0,0.4,0.3333,0.75,1.0,0.0,0.0,0.0,50.66,1
A001014,0.0909,0.30769232,0.4618201,0.6,0.75,0.0,0.8,0.0,0.75,1.0,0.0,0.0,0.0,49.93,0
A001015,0.0909,0.16783217,0.8462343,0.645,0.375,0.25,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,29.51,0
A001016,0.1818,0.3006993,0.38493723,0.84,0.5,0.5,0.2,0.3333,0.25,0.0,0.0,0.0,1.0,43.76,0
A001017,0.0,0.11888112,0.07688285,0.615,0.0,0.0,1.0,0.6667,0.0,1.0,0.0,0.0,0.0,21.15,0
A001018,0.0909,0.3916084,0.1537657,0.43,0.125,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52.11,1
A001019,0.0909,0.48951048,0.5387029,0.855,0.25,0.5,0.4,1.0,0.5,1.0,1.0,1.0,1.0,60.98,1
A001020,0.0909,0.0,0.07688285,0.345,0.5,0.75,0.4,0.6667,0.25,1.0,0.0,0.0,0.0,31.13,0
A001021,0.1818,0.08391608,0.92311716,0.65,0.5,0.5,0.6,0.0,0.25,1.0,0.0,0.0,0.0,36.36,0
A001022,0.0909,0.20979021,0.07688285,0.255,0.25,0.25,1.0,0.3333,0.5,1.0,0.0,0.0,0.0,35.98,0
A001023,0.0909,0.17482518,0.23064853,0.28,0.5,0.0,0.2,0.3333,0.25,1.0,0.0,0.0,0.0,29.98,0
A001024,0.1818,0.11888112,0.0,0.345,0.125,0.0,0.2,0.0,0.25,0.0,0.0,0.0,1.0,21.94,0
A001025,0.1818,0.1958042,0.7693515,0.555,0.625,0.25,0.4,0.0,0.5,0.0,0.0,0.0,1.0,28.04,0
A001026,0.2727,0.37762237,0.8462343,0.995,0.25,0.75,0.6,0.0,0.0,1.0,0.0,1.0,0.0,58.75,1
A001027,0.0909,0.04895105,0.38493723,0.405,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.73,1
A001028,0.1818,0.25874126,0.5387029,0.99,0.625,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,42.89,0
A001029,0.3636,0.12587413,0.8462343,0.09,0.875,0.0,0.2,0.3333,0.25,1.0,1.0,0.0,1.0,40.0,0
A001030,0.3636,0.10489511,0.8462343,0.175,0.375,0.25,0.0,0.0,0.5,1.0,0.0,0.0,0.0,40.35,0
A001031,0.0909,0.16083916,0.3080544,0.29,0.25,0.25,0.6,0.0,0.25,1.0,0.0,0.0,0.0,28.83,0
A001032,0.0909,0.0979021,0.4618201,0.045,0.625,0.25,0.6,0.0,0.0,0.0,0.0,0.0,1.0,15.26,0
A001033,0.1818,0.3216783,0.8462343,0.97,0.5,0.5,0.6,0.0,0.25,1.0,1.0,1.0,0.0,58.56,1
A001034,0.3636,0.20979021,0.5387029,0.285,1.0,0.5,0.4,0.0,0.25,1.0,0.0,0.0,0.0,46.58,0
A001035,0.1818,0.0,0.38493723,0.29,0.25,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,33.51,0
A001036,0.2727,0.46853146,0.8462343,0.86,0.375,0.25,0.2,0.0,0.25,1.0,0.0,1.0,1.0,60.02,1
A001037,0.1818,0.20979021,0.5387029,0.715,0.75,1.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,41.26,0
A001038,0.0909,0.27272728,0.07688285,0.345,0.5,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,37.63,0
A001039,0.3636,0.006993007,1.0,0.775,0.0,0.25,0.6,0.6667,0.25,1.0,0.0,0.0,0.0,40.48,0
A001040,0.3636,0.0,0.61558574,0.755,0.75,0.25,0.2,0.6667,0.25,1.0,0.0,0.0,1.0,44.03,0
A001041,0.1818,0.23776224,0.38493723,0.185,0.5,0.5,0.8,0.3333,0.5,1.0,0.0,0.0,1.0,42.71,0
A001042,0.1818,0.3216783,0.4618201,0.41,0.75,1.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,53.21,1
A001043,0.0909,0.04195804,0.3080544,0.775,0.5,0.5,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,30.43,0
A001044,0.2727,0.07692308,0.5387029,0.925,0.625,0.5,0.6,0.0,0.0,1.0,0.0,0.0,0.0,38.92,0
A001045,0.0909,0.25174826,0.3080544,0.32,0.375,0.25,0.4,0.3333,0.25,1.0,0.0,0.0,1.0,36.26,0
A001046,0.2727,0.28671327,0.4618201,0.315,0.25,0.0,0.0,0.6667,0.0,1.0,1.0,0.0,1.0,42.95,0
A001047,0.0909,0.12587413,0.0,0.65,0.5,0.25,0.8,0.3333,1.0,0.0,0.0,0.0,1.0,21.18,0
A001048,0.0909,0.0,0.38493723,0.525,0.25,0.5,0.6,0.3333,1.0,1.0,0.0,0.0,1.0,34.68,0
A001049,0.2727,0.3986014,0.8462343,0.17,0.25,0.0,0.4,0.3333,0.0,1.0,0.0,1.0,1.0,47.5,0
A001050,0.1818,0.2027972,0.69246864,0.24,0.625,0.75,0.6,0.3333,0.0,1.0,0.0,0.0,1.0,34.39,0
A001051,0.0,0.5314685,0.23064853,0.065,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.15,0
A001052,0.2727,0.07692308,0.4618201,0.57,0.625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.37,0
A001053,0.0909,0.0,0.3080544,0.055,0.75,0.25,0.0,0.3333,0.25,1.0,0.0,0.0,0.0,27.48,0
A001054,0.0,0.34265736,0.0,0.725,0.375,1.0,0.4,0.0,0.75,1.0,0.0,1.0,0.0,55.13,1
A001055,0.0909,0.11888112,0.8462343,0.335,0.0,1.0,0.4,0.0,0.5,1.0,0.0,0.0,0.0,33.53,0
A001056,0.0909,0.12587413,0.0,0.165,0.625,0.0,0.4,0.0,0.25,1.0,0.0,0.0,1.0,26.96,0
A001057,0.0909,0.055944055,0.38493723,0.595,0.375,0.0,1.0,0.3333,0.25,1.0,0.0,0.0,0.0,30.01,1
A001058,0.1818,0.46853146,0.1537657,0.66,0.5,0.25,0.6,0.3333,0.25,0.0,0.0,1.0,0.0,40.46,0
A001059,0.2727,0.02097902,0.69246864,0.535,0.25,0.75,0.6,0.0,1.0,1.0,0.0,0.0,0.0,42.15,0
A001060,0.1818,0.0,0.38493723,0.105,0.25,0.5,0.2,0.0,0.5,1.0,0.0,0.0,0.0,33.66,0
A001061,0.2727,0.30769232,1.0,0.285,0.625,0.5,0.6,0.0,0.0,1.0,0.0,0.0,1.0,46.52,0
A001062,0.0909,0.04895105,0.69246864,0.795,0.375,0.0,0.2,0.0,0.5,1.0,0.0,0.0,0.0,36.01,0
A001063,0.1818,0.33566433,0.38493723,0.205,0.125,0.5,0.2,0.0,0.5,1.0,1.0,1.0,0.0,55.04,1
A001064,0.2727,0.48951048,0.8462343,0.15,0.25,0.75,0.4,0.6667,0.5,1.0,0.0,1.0,0.0,58.3,1
A001065,0.1818,0.3986014,1.0,0.515,1.0,0.0,0.2,0.0,0.25,1.0,0.0,1.0,1.0,55.51,1
A001066,0.0909,0.3916084,0.38493723,0.265,0.125,1.0,0.2,0.0,0.5,1.0,0.0,1.0,0.0,53.46,1
A001067,0.2727,0.44055945,1.0,0.67,0.625,0.5,0.2,0.0,0.5,1.0,0.0,1.0,0.0,64.37,1
A001068,0.2727,0.18881118,0.69246864,0.405,0.125,0.5,0.0,0.6667,0.75,1.0,0.0,0.0,0.0,42.72,0
A001069,0.0909,0.21678321,0.3080544,0.67,0.25,0.25,0.2,0.3333,0.25,1.0,0.0,0.0,1.0,36.63,1
A001070,0.0909,0.33566433,0.61558574,0.1,0.5,0.5,0.2,0.0,0.75,1.0,0.0,1.0,0.0,49.68,0
A001071,0.0909,0.43356642,0.0,0.145,0.5,0.5,0.2,0.3333,0.5,1.0,0.0,1.0,0.0,52.13,1
A001072,0.0,0.0979021,0.23064853,0.65,0.5,1.0,0.2,0.0,0.25,1.0,0.0,0.0,1.0,32.0,1
A001073,0.2727,0.25174826,1.0,0.2,0.125,0.25,0.0,0.0,0.75,1.0,0.0,0.0,0.0,44.17,0
A001074,0.1818,0.027972028,0.4618201,0.61,0.625,0.5,0.6,0.0,0.25,0.0,0.0,0.0,1.0,29.09,0
A001075,0.0909,0.27272728,0.0,0.245,0.625,0.25,0.0,0.6667,0.25,1.0,0.0,0.0,1.0,38.26,0
A001076,0.2727,0.10489511,0.7693515,0.34,0.875,0.0,0.4,0.6667,0.0,1.0,0.0,0.0,0.0,32.32,0
A001077,0.1818,0.0,0.4618201,0.88,0.25,0.25,0.0,0.0,0.25,1.0,0.0,0.0,1.0,36.41,0
A001078,0.0909,0.37062937,0.5387029,0.825,0.25,0.5,0.2,0.3333,0.0,1.0,0.0,1.0,1.0,49.68,0
A001079,0.0909,0.13286713,0.69246864,0.74,0.375,0.5,0.4,0.0,0.0,1.0,0.0,0.0,1.0,29.46,1
A001080,0.2727,0.062937066,0.38493723,0.72,0.25,0.5,0.0,0.0,0.25,1.0,0.0,0.0,1.0,39.0,0
A001081,0.2727,0.22377622,0.61558574,0.5,0.375,0.25,0.4,0.0,0.25,1.0,0.0,0.0,1.0,42.42,0
A001082,0.2727,0.0,0.7693515,0.685,0.375,0.5,0.4,0.0,0.75,1.0,0.0,0.0,1.0,43.27,0
A001083,0.2727,0.08391608,0.7693515,0.305,0.0,0.75,0.4,0.0,0.25,1.0,0.0,0.0,1.0,34.6,0
A001084,0.0909,0.04195804,0.1537657,0.01,0.5,0.25,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,21.78,0
A001085,0.1818,0.37762237,0.7693515,0.075,0.625,0.25,0.0,0.0,0.5,1.0,0.0,1.0,0.0,54.24,0
A001086,0.2727,0.11888112,0.7693515,0.045,0.25,0.25,1.0,0.0,0.75,1.0,1.0,0.0,0.0,38.25,0
A001087,0.3636,0.16083916,1.0,0.32,0.375,0.25,0.6,0.3333,0.0,1.0,0.0,0.0,1.0,35.3,0
A001088,0.1818,0.6433566,0.38493723,0.69,0.0,0.75,0.4,0.0,0.75,0.0,0.0,1.0,0.0,44.26,1
A001089,0.0909,0.44055945,0.23064853,0.89,0.75,0.25,0.2,0.0,0.25,0.0,0.0,1.0,0.0,48.33,0
A001090,0.0909,0.1958042,0.07688285,0.29,0.5,0.0,0.2,0.0,0.5,1.0,0.0,0.0,0.0,35.58,0
A001091,0.0909,0.1958042,0.23064853,0.11,0.5,0.25,0.0,0.0,0.25,1.0,0.0,0.0,1.0,30.78,1
A001092,0.0,0.23076923,0.5387029,0.855,0.625,0.5,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,43.18,0
A001093,0.1818,0.09090909,0.92311716,0.68,0.625,0.75,0.2,0.3333,0.25,1.0,0.0,0.0,1.0,38.29,0
A001094,0.0909,0.027972028,0.4618201,0.575,0.375,0.5,1.0,0.0,0.75,1.0,0.0,0.0,1.0,35.81,0
A001095,0.1818,0.12587413,0.38493723,0.805,0.5,0.5,0.2,0.3333,0.0,1.0,0.0,0.0,0.0,33.91,0
A001096,0.0909,0.27272728,0.0,0.77,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,30.38,0
A001097,0.2727,0.09090909,0.61558574,0.12,0.5,0.25,0.0,0.0,0.25,1.0,1.0,0.0,0.0,36.25,0
A001098,0.2727,0.0,0.92311716,0.245,0.5,0.5,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,31.5,0
A001099,0.1818,0.18881118,0.1537657,0.81,0.25,0.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,40.21,0
A001100,0.2727,0.02097902,0.92311716,0.57,1.0,1.0,0.8,0.0,0.25,0.0,0.0,0.0,1.0,35.75,0
A001101,0.2,0.5104895,0.5387029,0.69,0.75,0.0,0.6,0.3333,1.0,1.0,1.0,0.0,1.0,63.65,1
A001102,0.0,0.3006993,0.23064853,0.305,0.125,0.25,0.2,0.0,0.0,1.0,1.0,1.0,1.0,35.68,0
A001103,0.2,0.37762237,0.61558574,0.04,0.375,0.5,0.2,0.0,0.25,1.0,0.0,1.0,0.0,50.28,1
A001104,0.0,0.3986014,0.1537657,0.7,0.5,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,53.5,1
A001105,0.2,0.53846157,0.0,0.82,0.5,1.0,0.2,0.0,0.25,1.0,0.0,0.0,0.0,60.7,1
A001106,0.4,0.56643355,0.69246864,0.89,0.25,0.5,0.2,0.0,0.25,1.0,0.0,0.0,0.0,65.15,1
A001107,0.0,0.6433566,1.0,0.655,0.875,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1.0,43.43,0
A001108,0.2,0.67832166,0.92311716,0.25,0.25,0.5,0.8,0.0,1.0,1.0,0.0,0.0,0.0,55.75,0
A001109,0.4,0.7622378,0.5387029,0.125,0.875,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,58.62,1
A001110,0.2,0.48251748,0.8462343,0.57,0.25,0.5,0.8,0.0,0.75,1.0,0.0,0.0,0.0,58.95,1
A001111,0.0,0.6993007,0.5387029,0.995,0.25,0.75,0.4,0.0,1.0,1.0,0.0,0.0,0.0,57.2,1
A001112,0.4,0.6083916,0.8462343,0.42,0.625,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,66.33,1
A001113,0.2,0.7692308,0.61558574,0.6,0.375,0.5,0.2,0.3333,0.75,1.0,0.0,0.0,0.0,59.88,0
A001114,0.2,0.5034965,0.1537657,0.985,0.125,1.0,0.2,0.0,0.25,1.0,1.0,0.0,1.0,63.48,1
A001115,0.2,0.46153846,0.07688285,0.5,0.375,0.25,0.8,0.6667,0.0,1.0,0.0,0.0,0.0,49.88,0
A001116,0.2,0.5944056,0.3080544,0.985,0.625,0.0,0.4,0.6667,0.25,1.0,0.0,0.0,0.0,58.98,1
A001117,0.4,0.6923077,0.4618201,0.4,0.5,0.25,1.0,0.0,0.5,1.0,0.0,0.0,0.0,64.5,1
A001118,0.4,0.36363637,0.5387029,0.43,0.375,0.0,0.2,0.0,0.0,1.0,1.0,1.0,0.0,58.18,1
A001119,0.2,0.7622378,0.5387029,0.21,0.125,0.25,0.4,0.3333,0.25,1.0,0.0,0.0,1.0,49.73,0
A001120,0.0,0.5874126,0.07688285,0.15,0.375,0.25,0.4,0.6667,0.5,1.0,0.0,0.0,1.0,47.38,0
A001121,0.0,0.43356642,0.23064853,0.405,0.875,0.25,0.4,0.0,0.5,1.0,1.0,0.0,1.0,55.43,1
A001122,0.0,0.4755245,0.23064853,0.375,0.625,0.75,0.6,0.0,0.25,1.0,0.0,0.0,1.0,48.87,1
A001123,0.0,0.41958043,0.92311716,0.3,0.5,1.0,0.6,0.3333,0.0,1.0,1.0,1.0,1.0,47.5,0
A001124,0.0,0.3006993,0.07688285,0.345,0.5,0.75,0.4,0.6667,0.25,1.0,0.0,1.0,0.0,40.95,1
A001125,0.8,0.45454547,0.8462343,0.585,0.625,0.5,0.2,0.3333,0.25,1.0,0.0,0.0,1.0,77.98,1
A001126,0.0,0.7062937,0.3080544,0.985,0.75,0.25,0.0,1.0,0.25,1.0,0.0,0.0,0.0,53.6,1
A001127,0.4,0.7622378,0.23064853,0.115,0.375,0.0,0.4,0.0,0.25,1.0,0.0,0.0,1.0,56.03,1
A001128,0.2,0.4125874,0.23064853,0.8,0.5,0.5,0.4,0.0,0.0,1.0,0.0,1.0,1.0,54.5,1
A001129,0.6,0.30769232,0.7693515,0.685,0.375,0.5,0.4,0.0,0.75,1.0,0.0,1.0,1.0,68.73,1
A001130,0.0,0.56643355,0.07688285,0.46,0.75,0.25,0.8,0.6667,0.25,1.0,0.0,0.0,0.0,48.35,0
A001131,0.0,0.6013986,1.0,0.455,0.5,0.5,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,44.05,0
A001132,0.0,0.44055945,0.07688285,0.485,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,44.35,0
A001133,0.2,0.37062937,0.23064853,0.35,0.5,1.0,0.6,0.3333,0.25,1.0,0.0,1.0,0.0,56.0,1
A001134,0.0,0.44755244,0.38493723,0.805,0.5,0.5,0.2,0.3333,0.0,1.0,0.0,0.0,0.0,47.55,0
A001135,0.0,0.6503497,0.69246864,0.515,0.125,1.0,0.2,0.0,0.5,1.0,0.0,0.0,0.0,52.77,1
A001136,0.0,0.5174825,0.61558574,0.125,0.125,0.25,0.6,0.0,0.25,1.0,0.0,0.0,0.0,41.87,0
